sample	CancerType	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE
TCGA-HT-7860-01	LGG	0.004730268	0	0	0.04750857	0	0.1278358	0	0.004572399	0.007211849	0	0.067285181	0	0.124771727	0	0.009085184	0.50910606	0	0.017867556	0	0.066984622	0	0.013040784	0.206	0.076423903	1.069793264
TCGA-HT-7688-01	LGG	0	0.05134265	0	0.082526841	0.015157917	0.00643124	0	0.061155164	0	0	0.007657147	0.032317302	0.066292825	0	0.004462628	0.473830902	0	0	0	0.149810361	0.039139814	0.009875208	0.314	0.053639915	1.078932626
TCGA-HT-7874-01	LGG	0	0.072665463	0	0.078759873	0.046800112	0	0	0.063664946	0	0	0	0.023731798	0.257463951	0	0	0.206333478	0	0.000893337	0	0.226237864	0	0.023449179	0.822	-0.005570948	1.103665573
TCGA-HT-7694-01	LGG	0	0.064195935	0	0.08436673	0.01611952	0	0	0.096514133	0	0	0	0.046175808	0.311906652	0	0	0.34897863	0	0	0	0.021159525	0.010583067	0	0.652	0.013767864	1.092481964
TCGA-HT-7611-01	LGG	0.001627291	0	0	0.014282739	0.007707218	0.061021949	0	0	0	0	0.012023654	0.028646495	0.154655241	0	0	0.661999446	0	0	0	0.058035968	0	0	0.012	0.220555857	1.028583882
TCGA-HT-7680-01	LGG	0.020717558	0.001212595	0.01335661	0.031397773	0	0.051632287	0	0.006989916	0	0	0	0.028160437	0.219003333	0	0	0.36368786	0	0.006501952	0	0.194152293	0.042101881	0.021085504	0.014	0.209502316	1.015093501
TCGA-HT-7620-01	LGG	0	0.071448438	0	0.02854214	0.082472954	0.02951928	0.0029619	0	0	0	0.076069455	0	0.315398792	0	0	0.34907814	0	0	0.03131974	0	0.013189161	0	0.096	0.115328731	1.047509728
TCGA-HT-7616-01	LGG	0.029294456	0	0.097627224	0.078115079	0	0.16442239	0.006080617	0	0	0	0.024826182	0.005852422	0.09703059	0	0.06994225	0.412914572	0	0	0.012602126	0	0	0.001292093	0.01	0.250085991	0.983764564
TCGA-DB-5279-01	LGG	0	0.044346529	0	0.095085859	0	0.026962868	0	0.026469673	0	0	0.050851765	0	0.170629497	0	0	0.28468638	0	0.002820086	0	0.182786906	0	0.115360437	0.164	0.090454659	1.063862014
TCGA-DB-5276-01	LGG	0.006593687	0	0	0	0	0.172025222	0	0.014352313	0.00098973	0	0	0.099550278	0.053278664	0	0	0.39309941	0.000322327	0	0	0.234728485	0.005559078	0.019500808	0.004	0.31829048	0.965744718
TCGA-CS-4938-01	LGG	0	0.003930868	0	0.01768842	0	0.050289935	0	0.002532569	0	0	0	0.039672883	0.140500511	0	0.000309508	0.632673098	0	0	0	0.106569793	0.003617308	0.002215107	0.02	0.181732797	1.047199206
TCGA-CS-5395-01	LGG	0	0.011703018	0	0.012349573	0.01414196	0.075610862	0	0	0	0	0.003831615	0	0.124399458	0	0	0.664139367	0	0	0.075029248	0	0	0.018794899	0.178	0.085045169	1.092869602
TCGA-FG-6690-01	LGG	0	0.010285997	0	0.017003884	0.01275925	0.052885521	0	0.000985349	0	0	0	0.033175758	0.234059451	0	0	0.600395906	0	0	0	0.037326389	0.001122496	0	0.014	0.207569672	1.03220725
TCGA-CS-5393-01	LGG	0.016959981	0.010872871	0	0.00229065	0	0.089065258	0	0.007791936	0	0	0.030635092	0	0.179710894	0	0	0.447221819	0	0	0.213231397	0	0.002220103	0	0.02	0.181879701	1.020962488
TCGA-CS-5397-01	LGG	0.005980627	0.002268206	0	0.073850038	0	0.147893769	0	0.004795779	0	0	0	0.033847676	0.049871006	0	0	0.621480189	0	0.012830282	0.021225386	0	0	0.025957041	0.17	0.088332421	1.0770592
TCGA-DH-5143-01	LGG	0	0.017434605	0	0.017385123	0.001877807	0.046384957	0	0.00997253	0	0	0	0.042958714	0.327544722	0	0	0.385606641	0	0.00643394	0	0.137336205	0.007064756	0	0.014	0.210546088	1.019820987
TCGA-DB-5278-01	LGG	0.00892567	0.023991083	0	0.170227225	0	0.084666199	0	0	0	0	0.110252437	0	0.148363993	0	0	0.410432502	0	0.016033098	0	0	0.00801307	0.019094723	0.458	0.033630309	1.082215411
TCGA-DH-5144-01	LGG	0.023384139	0	0	0.04537187	0	0.166608054	0	0.009298274	0	0	0	0.125392421	0.063641381	0	0.006248695	0.371380058	0	0	0	0.165177453	0.003610577	0.019887078	0.534	0.025054077	1.096901857
TCGA-FG-6692-01	LGG	0.001429528	0.009283348	0	0.121047934	0	0.086066342	0	0.081062009	0	0	0.015586164	0.046181391	0.05555707	0	0.047554395	0.477114654	0	0	0.048674152	0	0	0.010443014	0.402	0.042867501	1.0765122
TCGA-DU-7011-01	LGG	0.000973873	0.00734369	0	0	0.011766837	0.074632971	0	0	0	0	0.020681295	0.018865835	0.260731995	0	0.026058451	0.541365806	0	0	0	0.034917088	0	0.002662159	0.002	0.35549824	0.948560276
TCGA-FG-6691-01	LGG	0.005249496	0	0	0	0	0.109485533	0	0.006145338	0	0	0	0.052986996	0.125687607	0	0	0.623540884	0	0.004549014	0	0.063089363	0	0.00926577	0.002	0.347561236	0.953692409
TCGA-E1-5322-01	LGG	0.002830311	0.005458295	0	0.015171141	0	0.138020467	0	0.009979642	0	0	0	0.059923629	0.111194887	0	0	0.511234455	0	0.002958935	0	0.123036215	0.002343337	0.017848685	0.006	0.283317423	0.979610743
TCGA-FG-5965-01	LGG	0.008495178	0.013025429	0	0.040368764	0	0.072788105	0	0	0	0	0.009398073	0.005591311	0.171704478	0	0.025517863	0.322689115	0	0	0	0.237225871	0	0.093195812	0.018	0.194881286	1.026508467
TCGA-E1-5305-01	LGG	0.003248265	0.00401026	0	0.028504788	0	0.126810837	0	0.004666488	0.001332402	0	0	0	0.14658071	0	0	0.559224375	0	0.00835435	0.092651624	0	0	0.024615902	0.088	0.119762006	1.05820217
TCGA-FG-5962-01	LGG	0	0.079348362	0	0.048621284	0.017397552	0.038748198	0	0.048498674	0	0	0	0.057418958	0.21809314	0	0.012822149	0.311438107	0	0	0	0.14176263	0.025850945	0	0.23	0.069209709	1.063300722
TCGA-FG-6688-01	LGG	0	0.011614769	0	0.025477262	0	0.073103365	0	0.00871318	0	0	0.025470363	0.001835177	0.1320692	0	0.001953243	0.638838656	0	0.003000405	0.070975275	0	0	0.006949105	0.374	0.046097245	1.104275713
TCGA-CS-6669-01	LGG	0	0.206930337	0	0.04821694	0.219099936	0.022110131	0	0	0	0	0.026766273	0	0.008311065	0.026093395	0	0.227883262	0	0.012370253	0.202218408	0	0	0	0.972	-0.039044826	1.095343435
TCGA-CS-6668-01	LGG	0.048477407	0	0	0.038761128	0.093845927	0.038623392	0	0	0	0	0	0.029952062	0.019278245	0.033013936	0.000329261	0.343845899	0	0	0.334923169	0	0.01483346	0.004116113	0.962	-0.034199688	1.110277811
TCGA-CS-6666-01	LGG	0.018485771	0	0	0.038367345	0	0.099455705	0	0	0	0	0.050795181	0	0.055867233	0	0.015390409	0.706677329	0	0	0	0.004383582	0	0.010577445	0.034	0.164910472	1.054556941
TCGA-CS-6670-01	LGG	0	0.043095114	0	0.049963457	0.024956183	0	0	0.088724429	0	0	0	0.031868775	0.318611209	0	0.002021648	0.193938712	0	0	0	0.23043661	0.016383862	0	0.286	0.058978957	1.082691514
TCGA-DU-6542-01	LGG	0.004018078	0.001554355	0	0.014243426	0	0.226386239	0	0.008059759	0.001264803	0	0	0	0.032167127	0	0	0.659210113	0	0.009398903	0.028593356	0	0	0.01510384	0.012	0.216820296	1.020595536
TCGA-E1-5319-01	LGG	0.004056212	0.01669679	0	0.052667946	0	0.055879355	0	0.002288539	0	0	0.019881583	0	0.009813836	0	0.015519057	0.646377022	0	0	0.170559792	0	0	0.006259869	0.2	0.078519369	1.083920908
TCGA-E1-5307-01	LGG	0.030423617	0	0	0.031474215	0	0.17311833	0	0.041132833	0	0	0	0	0.066516448	0	0	0.512746138	0	0.001740478	0.125188957	0	0	0.017658983	0.068	0.135988116	1.038501544
TCGA-CS-5394-01	LGG	0.041084388	0	0	0.016767889	0.111557906	0.099190746	0	0.004437582	0	0	0.132658163	0	0.046395178	0	0	0.390645707	0	0	0.157262441	0	0	0	0.95	-0.029754189	1.092912257
TCGA-DB-5277-01	LGG	0.016555526	0	0.00246742	0.085227297	0	0.035783548	0	0	0	0	0	0.03234226	0.054187082	0	0.004257492	0.618102398	0	0	0.151076977	0	0	0	0.096	0.114760715	1.063055736
TCGA-DU-8158-01	LGG	0.004422041	0	0	0.151268986	0	0.057954886	0	0.027568184	0.003177178	0	0.024972624	0	0.044648261	0	0.005760729	0.621871061	0	0	0.031430177	0	0	0.026925874	0.046	0.152263469	1.046336486
TCGA-DU-7012-01	LGG	0.010238734	0.022747664	0	0.036920532	0	0.117360106	0	0.029282017	0.014551901	0.002843219	0.006082264	0	0.148012864	0	0.077564375	0.51469008	0	0	0.014734045	0	0	0.004972198	0.008	0.254299873	0.990940984
TCGA-CS-6186-01	LGG	0.01033432	0.011005183	0	0.01800558	0	0.152905876	0	0.00381541	0	0	0.056594053	0	0.030720948	0	0.006148715	0.555403383	0	0.001393329	0.139882135	0	0	0.01379107	0.292	0.05838273	1.075221537
TCGA-IK-7675-01	LGG	0.014065708	0	0	0.03510181	0	0.268161807	0	0.014775047	0	0	0	0.097037161	0.048603769	0	0	0.333518503	0	0.008982226	0	0.171875719	0.007878249	0	0.52	0.027322709	1.092009035
TCGA-HT-7604-01	LGG	0	0.059100189	0.018384164	0.036030579	0.016823987	0.009573414	0	0.002510803	0	0	0	0.005795318	0.136620299	0	0	0.580002484	0	0.001925226	0	0.131026998	0.002206537	0	0.124	0.10206778	1.076844375
TCGA-HW-7495-01	LGG	0	0.10861779	0	0.028708593	0.085022833	0	0	0.05503705	0	0	0.041700673	0	0.183003112	0	0	0.442821631	0	0	0	0.055088317	0	0	0.752	0.00242094	1.092457759
TCGA-HW-7493-01	LGG	0.001782358	0.019080422	0	0.032941923	0.003423755	0.028952578	0	0.00278361	0	0	0	0.043515048	0.237454885	0	0.00605594	0.43949995	0	0	0	0.152861182	0.03164835	0	0.01	0.244984313	1.001933414
TCGA-HT-7483-01	LGG	0	0.003767986	0	0.029478586	0	0.127920567	0	0	0	0	0.005886452	0.083391647	0.155557752	0	0.026723092	0.41611367	0	0	0	0.146836016	0	0.004324232	0.126	0.100439636	1.062519956
TCGA-CS-6667-01	LGG	0.014602311	0	0	0.017583096	0.012842734	0.111297025	0	0	0	0	0.034837799	0	0.102638405	0	0.000902624	0.530861783	0	0.000386617	0.132309938	0	0	0.041737669	0.198	0.079153376	1.068984299
TCGA-DU-7018-01	LGG	0	0	0	0.074290142	0.037157887	0	0	0.083366112	0	0	0.001402623	0.051716076	0.018633064	0	0.011830821	0.576455787	0	0	0	0.138545619	0	0.00660187	0.976	-0.040163511	1.136500591
TCGA-DU-7009-01	LGG	0	0.036162918	0	0.057038814	0.038257046	0	0	0.10931873	0	0	0	0.046258943	0.356613365	0.058663443	0	0.110787325	0	0	0	0.18229862	0.004600794	0	0.782	-0.00147097	1.103696222
TCGA-DU-7006-01	LGG	0.002207485	0.011776118	0	0.064458426	0	0.087932442	0.002301694	0.003102847	0	0	0.047367144	0	0.130828252	0	0.003775841	0.533257547	0	0	0.096105436	0	0	0.016886769	0.284	0.0592412	1.077307994
TCGA-DU-7008-01	LGG	0	0.009895835	0.092299598	0.055193542	0.018213367	0.081317743	0	0	0	0	0.009949137	0.07308758	0.09716325	0	0	0.522581897	0	0	0	0.037971229	0	0.002326822	0.072	0.133430863	1.045230494
TCGA-DU-7007-01	LGG	0.087756226	0	0.028224145	0.044902201	0	0.094185231	0	0.01703513	0.002028314	0	0.010092445	0.001647067	0.110706254	0	0.01403118	0.549405429	0	0	0	0.022238587	0	0.017747792	0.02	0.187631811	1.02236164
TCGA-DU-7013-01	LGG	0.007040325	0	0	0.132297234	0	0.165957599	0	0.011140856	0	0	0	0.012378305	0.036718345	0	0.028539017	0.444313488	0.002652614	0	0.144285105	0	0	0.014677113	0.218	0.07256513	1.058916926
TCGA-EZ-7264-01	LGG	0	0	0.030574825	0.044547794	0	0.205424012	0	0.058077391	0	0	0	0.172255768	0.0628359	0	0	0.346017875	0	0.00284828	0	0.061732762	0	0.015685392	0.978	-0.043120767	1.123561676
TCGA-FG-7638-01	LGG	0	0.115572981	0	0.025974847	0.105669604	0	0	0.04743298	0	0	0.040193981	0	0.171242511	0	0.03767893	0.431739576	0	0	0.024494591	0	0	0	0.316	0.053457389	1.067687042
TCGA-DU-7292-01	LGG	0	0.071936257	0	0.170773863	0	0.075884426	0	0.0014615	0	0	0	0	0.029613167	0	0.014598615	0.607839402	0	0	0.027892769	0	0	0	0.638	0.01525024	1.104212754
TCGA-DU-7019-01	LGG	0.013705257	0	0.004089103	0.008510321	0	0.180636358	0	0.022036034	0	0	0	0.085963093	0.073253122	0	0.006202358	0.43360477	0.001197986	0	0	0.155167695	0.007736597	0.007897306	0.008	0.254732424	0.989966868
TCGA-DU-7300-01	LGG	0.004914915	0.00028286	0	0.118968566	0	0.261697439	0	0.037467554	0	0	0.015542265	0.021250071	0.062283827	0	0.012380221	0.426541766	0	0	0.035774237	0	0.002896279	0	0.228	0.069686679	1.067950418
TCGA-DU-7290-01	LGG	0	0.015248111	0	0.029581717	0	0.109713353	0	0.018155761	0	0	0.025121504	0.05476145	0.118268842	0	0	0.504457881	0	0.007910625	0	0.069137062	0.034590443	0.013053249	0.07	0.134857368	1.045236164
TCGA-FG-7637-01	LGG	0.21976537	0	0	0.051880114	0	0.193983164	0	0	0	0	0.049303829	0	0.039202036	0	0.006586957	0.313951938	0	0.001448709	0.105897303	0	0	0.017980581	0.756	0.001698549	1.081348869
TCGA-DU-7301-01	LGG	0	0.002475845	0	0.000696175	0	0.069757068	0	0.004640263	0	0	0	0.036064787	0.100243517	0	0.002823657	0.695043257	0	0	0	0.088255431	0	0	0.004	0.314799794	0.980059153
TCGA-HT-7472-01	LGG	0	0.005924589	0	0.037121702	0.004882113	0.017234865	0	0	0	0	0	0.021618458	0.157121281	0	0	0.740453594	0	0.001117294	0	0.014526104	0	0	0.008	0.261607726	1.018766082
TCGA-HT-7481-01	LGG	0	0.042691949	0	0.026006555	0.056638927	0	0	0.100382517	0	0	0.021418953	0.035760079	0.194288772	0	0.046968799	0.461712928	0	0	0	0.014130521	0	0	0.478	0.032158911	1.085319604
TCGA-HT-7468-01	LGG	0.016464654	0	0	0.109063079	0.050916571	0.094863732	0	0.01584629	0	0	0.000532122	0	0.03848427	0	0.039244972	0.432440223	0.005024357	0	0.168710782	0	0.003155404	0.025253543	0.456	0.034377574	1.071973836
TCGA-HT-7482-01	LGG	0.005525511	0	0	0	0	0.090398609	0	0.013623507	0	0	0	0.042966387	0.332510022	0	0	0.416840621	0	0.000844339	0	0.090379744	0.00691126	0	0.012	0.228186419	1.011006249
TCGA-HT-7603-01	LGG	0.008213233	0.132268173	0	0.161435361	0	0.014783076	0	0.016410056	0	0	0	0	0.380224399	0	0	0.177253901	0	0	0.101672792	0	0.007739008	0	0.696	0.00939347	1.088104345
TCGA-HW-7491-01	LGG	0.031779626	0	0	0.041506949	0.005503121	0.109176565	0	0	0	0	0.118674419	0	0.070690835	0	0	0.369813506	0	0.012892982	0.105689849	0	0	0.134272148	0.964	-0.035064871	1.103491584
TCGA-HT-7473-01	LGG	0.011990791	0.029083658	0.011063815	0.009734305	0.023125044	0.023722784	0.002498676	0	0	0	0.033678924	0	0.222065696	0	0.001488085	0.616333862	0	0	0.006430921	0	0	0.00878344	0.002	0.389669499	0.932676963
TCGA-HT-7601-01	LGG	0	0	0	0.037912953	0	0.035929859	0	0	0.000286069	0	0.017796948	0.000652278	0.223311312	0	0.011687019	0.65235878	0	0	0.01889146	0	0	0.001173322	0	0.454651424	0.896708661
TCGA-HT-7602-01	LGG	0.007943118	0.005871523	0	0	0	0.154821933	0	0	0	0	0.075530389	0.010277857	0.3117593	0	0.021169962	0.339042848	0	0	0	0.070371404	0.003211666	0	0.05	0.145474862	1.036799911
TCGA-HT-7606-01	LGG	0.02220586	0	0	0.036852788	0	0.200427006	0	0.027548234	0	0	0.002848678	0	0.026441689	0	0	0.53717309	0	0.029369753	0.09807545	0	0	0.019057452	0.39	0.044537596	1.079109767
TCGA-HT-7475-01	LGG	0.02014708	0	0	0.167051622	0	0.177971217	0	0	0	0	0.094713957	0	0.148997519	0.144711497	0.000661202	0.022015257	0	0	0.14561019	0	0.001116401	0.077004058	0.96	-0.033559137	1.103267975
TCGA-HT-7610-01	LGG	0	0.06520273	0	0.053892649	0.053561888	0	0	0.061710281	0	0	0	0.029567529	0.380260229	0	0	0.174868713	0	0.007677149	0	0.16582024	0.007438591	0	0.43	0.038665072	1.085812971
TCGA-HT-7608-01	LGG	0	0.024742823	0	0	0.044360457	0.012105708	0	0.026974618	0	0	0.009167099	0.010243596	0.296983954	0	0.000541738	0.430199103	0	0	0	0.12341702	0.021263884	0	0.088	0.121349661	1.061875339
TCGA-HT-7474-01	LGG	0	0.032236413	0	0.1464789	0.000529013	0	0	0.049120348	0	0	0	0.073792978	0.204506079	0	0.019395474	0.336304531	0	0	0.124122063	0	0.013514201	0	0.798	-0.003384119	1.084737268
TCGA-HT-7476-01	LGG	0.039488921	0	0	0.132705906	0	0.204034318	0	0.011133237	0	0	0.04627991	0.003190913	0.114803459	0	0.013775626	0.425197914	0	0	0	0.001397091	0.007992706	0	0.182	0.083445811	1.059843169
TCGA-DU-7309-01	LGG	0	0.027850771	0	0.011670496	0.024969441	0.054936124	0	0.001908617	0	0	0	0.043287035	0.195088494	0	0	0.430780643	0	0	0	0.1803536	0.012388736	0.016766043	0.11	0.107168335	1.066586526
TCGA-HT-7479-01	LGG	0.008076967	0	0	0	0	0.130240713	0	0.011994445	0	0	0	0.063349452	0.09095053	0	0.003263877	0.45511119	0	0	0	0.219990721	0.008500222	0.008521882	0.002	0.362139695	0.942520285
TCGA-HW-7487-01	LGG	0.067768497	0	0	0.076790023	0	0.11347745	0	0.000855562	0	0	0	0.117532785	0.258129327	0	0	0.237762878	0	0.022522594	0	0.071107924	0	0.03405296	0.924	-0.023019943	1.104038153
TCGA-HW-7490-01	LGG	0	0.00936397	0.003094698	0.056352357	0	0.051414034	0	0.010985867	0	0	0	0.038536154	0.220704414	0	0.040860049	0.392905676	0	0	0	0.131233446	0.044549335	0	0.012	0.229850015	1.001290856
TCGA-HW-7486-01	LGG	0.005477376	0.010270445	0	0.046220231	0	0.109669371	0	0	0	0	0.011659187	0	0.038202091	0	0.005362492	0.521570901	0	0	0.22182841	0	0.005524832	0.024214663	0.198	0.079417197	1.068167735
TCGA-DU-7010-01	LGG	0.008806172	0	0	0.065191677	0	0.071847161	0	0	0	0	0.051441468	0.013519719	0.152402599	0	0.026698835	0.553627516	0	0	0.053727133	0	0	0.00273772	0.088	0.11955983	1.05604157
TCGA-DU-7306-01	LGG	0.004499239	0.000602255	0.010732262	0.021307374	0	0.060686666	0	0.011552763	0	0	0	0	0.020977862	0	0.0069524	0.633583882	0	0	0.221248197	0	0	0.0078571	0.162	0.091117144	1.08185102
TCGA-FN-7833-01	LGG	0.006320783	0.000104065	0.000276612	0	0	0.141516977	0	0.008821024	0	0	0	0.050993085	0.181714655	0	0.007127868	0.373988459	0	0	0	0.210715475	0.013027983	0.005393014	0.002	0.351051468	0.945492111
TCGA-FG-7643-01	LGG	0.01142109	0.073910517	0	0.144079542	0	0.114384663	0	0	0	0	0.057054233	0	0.061778825	0	0.007191464	0.501585314	0	0	0	0.004362774	0	0.024231579	0.598	0.018290692	1.090357024
TCGA-HT-7470-01	LGG	0	0.125745496	0	0.102088821	0	0.054582256	0	0	0	0	0.014482891	0.034499211	0.30810207	0	0.001821558	0.352784787	0	0	0	0	0	0.00589291	0.39	0.044551231	1.081353885
TCGA-DU-7294-01	LGG	0.011505311	0	0	0.060080044	0.05876613	0.051066287	0	0.014058306	0.001363673	0	0	0.001096011	0.05168694	0.017112556	0.018794472	0.349816088	0	0	0.302284347	0	0.006770922	0.055598914	0.756	0.001630777	1.092982809
TCGA-DU-7299-01	LGG	0.009101651	0	0	0.050331217	0	0.19404691	0	0.019033615	0.000928374	0	0.070785338	0.047404048	0.09161076	0	0.000239386	0.399920293	0	0	0.110499839	0	0.002494101	0.003604468	0.188	0.082430379	1.054186098
TCGA-DU-7298-01	LGG	0	0.03212073	0	0.018583224	0	0.1077804	0	0.007683324	0	0	0	0.040255131	0.213906449	0	0.000380754	0.409902094	0	0.003261051	0	0.147955758	0.006130125	0.012040961	0.074	0.130710677	1.048372209
TCGA-HT-7467-01	LGG	0.043102841	0	0	0.160317335	0	0.122032498	0	0.023032127	0.002346952	0	0.006668922	0.000868842	0.077006802	0.075466577	0.023611397	0.155126217	0	0	0.294258217	0	0.005732389	0.010428884	0.948	-0.02927325	1.094798176
TCGA-HT-7607-01	LGG	0.001579026	0.019980947	0	0.150570932	0.015696325	0	0	0.001394372	0	0	0	0.05343203	0.022027392	0	0.008639809	0.451144561	0	0	0.26074141	0	0	0.014793197	0.51	0.028972561	1.084617518
TCGA-HT-7609-01	LGG	0	0.011813012	0	0	0	0.064094824	0	0.000812402	0	0	0	0.034175434	0.219536948	0	0	0.484572762	0	0.007083556	0	0.170896755	0.007014306	0	0.01	0.232578074	1.013190296
TCGA-DU-7302-01	LGG	0.034611961	0	0	0.145969262	0	0.107347535	0	0.007736819	0	0	0	0	0.062991178	0.051613962	0	0.204368036	0	0	0.335216352	0	0	0.050144896	0.97	-0.037026708	1.106754739
TCGA-HT-7478-01	LGG	0	0.002400615	0	0.067886682	0	0.016046554	0	0	0	0	0	0.021634431	0.149516933	0	0.002501841	0.640087717	0	0	0	0.052598614	0.031287674	0.016038939	0.002	0.397951513	0.928044177
TCGA-HT-7480-01	LGG	0	0.097225824	0.007634286	0.024175639	0.168106099	0.056042562	0	0.086025585	0	0	0.045255464	0.010806014	0.039149403	0	0.005252169	0.334655017	0	0	0.080310405	0	0.045361533	0	0.958	-0.031971171	1.088613181
TCGA-HT-7605-01	LGG	0	0.036697772	0	0.044318929	0.044810093	0	0	0.037052254	0	0	0	0.036850766	0.241513984	0	0.051738027	0.33463309	0	0	0	0.172385086	0	0	0.198	0.07917097	1.068767487
TCGA-FG-7636-01	LGG	0	0.102695303	0	0.022807003	0.087588159	0.00321742	0	0	0	0	0.031312282	0	0.160642437	0	6.36E-06	0.546497567	0	0	0.045233468	0	0	0	0.094	0.117081408	1.055860331
TCGA-DU-7304-01	LGG	0.002927844	0.009740191	0	0.011561254	0.035133374	0.036666175	0	0	0	0	0	0.030967987	0.15679681	0	0	0.653299247	0	0	0	0.032757074	0	0.030150044	0.012	0.220698888	1.028180973
TCGA-HT-7485-01	LGG	0	0.00918023	0	0.010795992	0	0.076696555	0	0	0	0	0.030646267	0.012636081	0.187156427	0	0.000521401	0.652147246	0	0	0.0202198	0	0	0	0.028	0.171045946	1.052745126
TCGA-FG-7634-01	LGG	0.013991679	0	0	0.0248881	0	0.180285397	0	0.016874179	0	0	0.100545749	0	0.048502495	0.006302188	0.008286533	0.558178334	0	0.005752142	0.017802207	0	0	0.018590997	0.024	0.17657683	1.027486247
TCGA-E1-5318-01	LGG	0.004229666	0	0.002921572	0	0	0.289449248	0	0.006736969	0.010705852	0	0.017139584	0.072044242	0.09150724	0	0	0.3907876	0	0.002717966	0.111760063	0	0	0	0.49	0.031193732	1.074735034
TCGA-E1-5304-01	LGG	0.002111796	0	0	0.061863102	0	0.223366843	0	0.043079503	0	0	0	0	0.03222048	0.02506955	0.037706925	0.172661989	0	0	0.392402901	0	0.000192524	0.009324385	0.922	-0.022570543	1.113753991
TCGA-DB-5274-01	LGG	0	0.03450296	0	0.117118727	0	0.004166865	0	0.029447305	0	0	0	0.077083863	0.154241197	0	0.015295052	0.506633696	0	0	0	0.052714886	0	0.008795449	0.004	0.301298707	0.969112804
TCGA-DU-5852-01	LGG	0.001900754	0.002461803	0	0.053318504	0	0.172645746	0	0.009772173	0	0	0.034097283	0.018184453	0.113109382	0	0	0.513177071	0	0	0.04373096	0	0	0.03760187	0.024	0.177981553	1.024274359
TCGA-DB-5281-01	LGG	0.006940954	0	0	0.121456285	0	0.241625351	0	0.059655842	0	0	0	0.013678447	0.145984912	0	0.024116635	0.368628281	0	0	0.010705556	0	0.002887028	0.00432071	0.25	0.064730168	1.068281902
TCGA-DU-5855-01	LGG	0	0.005724257	0	0.007315423	0.011228208	0.045840145	0	0.006668916	0	0	0	0.031403964	0.187211872	0	0	0.548991829	0	0.007493304	0	0.144802296	0.003108658	0.000211128	0.006	0.287751392	0.986509363
TCGA-CS-5390-01	LGG	0	0.04645361	0.000773725	0.08622021	0.046996048	0	0.005830156	0.018869259	0	0	0.038952483	0	0.279541793	0	0.033833929	0.381275361	0	0	0.054986383	0	0	0.006267044	0.932	-0.02449721	1.104077399
TCGA-DB-5280-01	LGG	0	0.042684986	0	0.040065683	0	0.140463842	0	0.002964189	0	0	0	0	0.033070091	0	0	0.636660641	0	0	0.093786387	0	0	0.010304181	0.094	0.116609185	1.062659518
TCGA-DB-5275-01	LGG	0	0.012564434	0	0.004553512	0.03457429	0.008349738	0	0.048811744	0	0	0	0.037347867	0.293368334	0	0.008345188	0.403176183	0	0	0	0.148908711	0	0	0.068	0.136395447	1.053836071
TCGA-E1-5311-01	LGG	0	0.069728904	0	0.00823839	0.059201046	0	0	0.061158248	0	0	0.010699536	0.015073642	0.259277921	0	0	0.406292097	0	0	0	0.107278423	0	0.003051794	0.77	0.000118767	1.102426995
TCGA-E1-5303-01	LGG	0.006088854	0	0	0	0	0.08228227	0	0.012850044	0	0	0.00846549	0.037215496	0.301512959	0	0	0.471170211	0	0.015256275	0	0.059615147	0.002867262	0.002675992	0.01	0.237748632	1.007152917
TCGA-DU-5871-01	LGG	0	0.005164535	0.000303804	0.000957465	0	0.137172176	0	0.006389113	0	0	0	0.061460443	0.078769015	0	0.001988283	0.482283135	0	0	0	0.199773978	0.005759734	0.019978318	0.026	0.17450425	1.037658927
TCGA-CS-4941-01	LGG	0.008974208	0.047660389	0	0.05662571	0	0.172662227	0	0.01477047	0.003086251	0	0.031382387	0	0.036265237	0	0.045436599	0.499293281	0	0	0.065496438	0	0	0.018346804	0.026	0.175564067	1.018155185
TCGA-CS-4942-01	LGG	0.011884982	0.00329835	0	0.022352309	0	0.097394622	0	0	0.008175234	0	0.012162926	0	0.095495372	0	0.000449149	0.661481274	0	0.010605564	0.065095777	0	0	0.011604441	0.006	0.290208984	0.984371618
TCGA-DH-5141-01	LGG	0	0	0.003680944	0.016504646	0	0.068785635	0	0.008715125	0	0	0	0.042038094	0.033504327	0	0.020196569	0.612766038	0	0	0	0.193808621	0	0	0.112	0.106606734	1.08638152
TCGA-CS-5396-01	LGG	0	0.005365945	0	0.0358463	0	0.03399727	0	0.000685541	0	0	0	0.016599066	0.049635391	0	0.000534219	0.667879607	0	0.002812138	0.151689773	0	0.03495475	0	0.408	0.041690332	1.11005996
TCGA-CS-6290-01	LGG	0.002824385	0.022133754	0	0.030180664	0	0.057985511	0	0	0	0	0.024824703	0	0.102601131	0	0.004232891	0.681012483	0	0	0.061227361	0	0	0.012977116	0.004	0.293254816	0.985754066
