sample	CancerType	Cuproptosis_positive	Cuproptosis_negative	Cuproptosis_activity_score	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE
TCGA-85-A511	LUSC	-0.673208298	0.33002587	-1.003234168	0.148074817	0	0.122468943	0.087592921	0	0.066512569	0.051312158	0.076072178	0.021513554	0	0.021382636	0	0.036204985	0.100956013	0.057958451	0.135301907	0	0.046626062	0	0.028022806	0	0	0.002	0.351257495	0.938945329
TCGA-85-A512	LUSC	0.36611871	-0.527885369	0.894004079	0.008297864	0	0.053662857	0.042131959	0	0.060502473	0	0.101542108	0	0	0	0.013123535	0	0.358590463	0.100911128	0.230848018	0.00237812	0	0.028011473	0	0	0	0.058	0.128523866	1.060751218
TCGA-85-A513	LUSC	-0.629986207	0.355765109	-0.985751316	0	0.0811792	0.103202656	0.086681503	0	0.232067952	0	0.090547736	0.030200356	0	0.013834825	0.029703207	0.016259888	0.052130876	0.049840987	0.153739586	0	0.000505015	0.027305841	0.028017408	0	0.004782963	0.014	0.25233954	0.984398142
TCGA-85-A53L	LUSC	-0.312699402	-0.588885711	0.27618631	0.036753041	0.034459481	0.034506572	0.062932024	0	0.169323513	0	0.003095604	0	0	0.094412124	0	0	0.27388774	0.006905897	0.028164423	0	0.078119841	0	0.163819659	0	0.013620082	0.058	0.127528118	1.045655482
TCGA-85-A5B5	LUSC	-0.677838358	-0.476239789	-0.201598569	0.022022399	0.054953604	0.109883037	0.08669698	0.032120235	0	0	0.05098627	0.018981981	0	0.006581763	0.02574037	0	0.161028228	0.097342743	0.332183829	0	0	0.00147856	0	0	0	0.006	0.294692784	0.969223096
TCGA-90-6837	LUSC	-0.717811201	-0.490937376	-0.226873824	0.064572757	0	0.206597483	0.056108854	0	0.068527251	0	0.052193874	0.006308583	0	0	0.026624094	0.021269571	0.139938951	0.032930044	0.302527494	0	0	0.011323242	0	0	0.011077803	0.002	0.345249316	0.94807306
TCGA-90-7766	LUSC	-0.491816818	-0.399452646	-0.092364172	0.023808205	0.116925255	0.134351721	0.158245693	0	0.023977197	0.020868147	0.051698523	0.017033933	0	0.041887603	0	0.055805052	0.006434446	0.023141971	0.246543331	0.012043694	0.017682272	0	0.039483129	0	0.010069827	0	0.381884389	0.924791061
TCGA-90-7767	LUSC	-0.505678236	0.666833213	-1.172511449	0.045620264	0	0.008242858	0.116058264	0	0.174280957	0	0.023282662	0.099015068	0	0	0.044100885	0	0.178622586	0.101852467	0.173106181	0.028687925	0	0.007129883	0	0	0	0.082	0.09724237	1.05653688
TCGA-90-7769	LUSC	0.241320915	0.63123728	-0.389916365	0.21690087	0	0.17064799	0.053026744	0	0.037778474	0.006693879	0.055718484	0.013484363	0	0.00701194	0.00352338	0.063070749	0.057050106	0.001944609	0.176003658	0.001981337	0.063569771	0	0.067411979	0	0.004181666	0	0.441670129	0.897776367
TCGA-90-7964	LUSC	-0.450456952	-0.383729269	-0.066727683	0	0.025726829	0.014395679	0.030436187	0	0.070910887	0	0.078482864	0	0	0.021659393	0.029835287	0.036923135	0.021689452	0	0.481971169	0.017510112	0.060696178	0.051269055	0	0.03717769	0.021316082	0.124	0.076775485	1.058531752
TCGA-90-A4ED	LUSC	-0.758951486	-0.732932287	-0.026019199	0.172414254	0	0.258836514	0.085322148	0	0	0	0.062148337	0	0	0.010623341	0.019763625	0	0.056463802	0.057999223	0.249919278	0	0	0.026509477	0	0	0	0	0.449326457	0.89949012
TCGA-90-A4EE	LUSC	-0.541178486	0.253483803	-0.794662289	0.026684246	0.01197977	0.05556174	0.187531144	0	0.11493097	0.032071063	0.043066055	0.048892644	0	0	0.088614791	0.034105803	0.071576047	0.098716663	0.110509067	0.020838212	0	0.052447115	0	0	0.002474671	0.036	0.157876335	1.026183602
TCGA-90-A59Q	LUSC	-0.472509778	-0.756465931	0.283956153	0.080326761	0	0.153412713	0.18429153	0	0	0.065951797	0.088800151	0.030760274	0	0	0.060934784	0.008419944	0	0.060885519	0.111403883	0.003859293	0.007266136	0.080775195	0	0	0.062912019	0.004	0.327064491	0.951378377
TCGA-92-7340	LUSC	-0.315865268	-0.392658404	0.076793137	0.104873706	0	0.100670399	0.113599186	0	0.11682692	0.031457932	0.047145237	0.019924182	0	0.018355832	0	0.02501611	0.00833469	0.131430051	0.179117332	0.00853745	0.042121659	0.041465865	0	0	0.011123449	0.01	0.275942133	0.973294323
TCGA-92-7341	LUSC	-0.408814687	0.540223935	-0.949038622	0.147872902	0	0.087686069	0.033430571	0	0.170879019	0	0	0.002550064	0	0.025626033	0.013889706	0.006687196	0.171565638	0.02138204	0.274432361	0	0.019767297	0.018538194	0.001041626	0	0.004651285	0.006	0.287251732	0.969659055
TCGA-92-8063	LUSC	-0.494289878	0.67027965	-1.164569528	0.017344185	0	0.052952744	0.130518946	0	0	0	0.130422186	0	0	0.018071482	0	0.035636813	0.085828335	0	0.339886435	0.007275318	0.13822923	0.010655672	0	0	0.033178652	0.06	0.12241536	1.036010362
TCGA-92-8064	LUSC	-0.779458726	0.585527261	-1.364985988	0.04627631	0	0.072732848	0.268395684	0	0.070946021	0.069961547	0.089213391	0.011294326	0	0.023950727	0.048301069	0.009977336	0.009495099	0.082755522	0.143026803	0	0.016586824	0.034115878	0	0	0.002970615	0.03	0.168742366	1.027791804
TCGA-92-8065	LUSC	-0.538337791	0.582065567	-1.120403358	0.02853213	0	0.123783962	0.09503876	0	0.114564692	0	0.041580908	0.066768527	0	0	0.034530822	0.012875926	0.056188671	0.045009279	0.317617982	0.021746276	0.013172656	0.019208723	0	0	0.009380686	0.016	0.227089982	0.992480229
TCGA-94-7033	LUSC	-0.423834976	-0.658736365	0.234901389	0.191146782	0	0.127306411	0.1133379	0	0	0	0.136383651	0.00885316	0	0	0.076684229	0.019356243	0.038719415	0.057206652	0.094292269	0	0.093455939	0.04325735	0	0	0	0	0.383250515	0.927172748
TCGA-94-7557	LUSC	0.557439712	-0.46004341	1.017483122	0.041273592	0	0.030004242	0.034966287	0	0.04393487	0	0.058181266	0.01293734	0	0	0.038569275	0.010784762	0.298263771	0.042802346	0.292338794	0.039260624	0.034369542	0	0	0.015479697	0.006833593	0.026	0.176222024	1.032340243
TCGA-94-7943	LUSC	0.325897745	-0.631315987	0.957213731	0.003445283	0.028896848	0.061926466	0.124852896	0	0.116878567	0	0.109377545	0.019873548	0	0	0.030983834	0.039932056	0.092686464	0.016561477	0.208830375	0	0.031040364	0.071566056	0	0.026526887	0.016621335	0.036	0.156678021	1.015527527
TCGA-94-8035	LUSC	-0.393907311	0.671407353	-1.065314665	0.205406997	0	0.260255799	0.05548433	0	0.051495242	0	0.045788405	0	0	0.006270277	0	0.043380537	0.099646003	0.038014504	0.106408993	0.000570423	0.008943878	0	0.055990367	0.00067281	0.021671436	0	0.515303379	0.858215949
TCGA-94-8490	LUSC	-0.495076856	-0.766949945	0.271873089	0.193677503	0	0.12046267	0.233474851	0	0	0	0.102870976	0	0	0.006529117	0.039063769	0.032935857	0	0.04501528	0.135987902	0.01945785	0.02924219	0.039714734	0.001567302	0	0	0	0.380696389	0.928642678
TCGA-94-8491	LUSC	-0.616316325	-0.603619623	-0.012696702	0.172360586	0	0.099986482	0.142705692	0	0.083003395	0	0.042399672	0.084913398	0	0	0.052378242	0.037505667	0	0.012593023	0.218572749	0	0.015105323	0.012207775	0.003799302	0	0.022468693	0.002	0.33194222	0.950462545
TCGA-94-A4VJ	LUSC	-0.669844252	-0.346761072	-0.32308318	0.058160438	0	0.093982351	0.086791494	0	0.04789924	0	0.088880102	0.03690943	0	0	0.072093113	0.006111026	0.141182718	0.057375962	0.200416639	0.063241477	0.021511384	0.025444625	0	0	0	0.016	0.233210821	0.988446391
TCGA-94-A5I4	LUSC	-0.491107417	0.537933991	-1.029041408	0.158806661	0	0.15027949	0.028021175	0	0.054609296	0	0.026539024	0.04687434	0	0.026126178	0	0.007206345	0.226789811	0.009221181	0.18906473	0	0.016939245	0	0.046944196	0	0.012578328	0	0.380507308	0.929821613
TCGA-94-A5I6	LUSC	-0.368049382	0.459807343	-0.827856724	0.081593824	0	0.046639355	0.057482679	0.087516652	0.083178779	0	0	0	0	0.010326914	0	0	0.301493096	0	0.254276623	0.001829405	0.00898995	0	0.066599854	0	7.29E-05	0.026	0.179250443	1.028459527
TCGA-96-7544	LUSC	0.251606447	0.631008511	-0.379402065	0.037965762	0	0.108223797	0.103210755	0	0.156773489	0.017168628	0.052174822	0.001648352	0	0	0	0.043147009	0.035746167	0.097337018	0.2693954	0.0415196	0.000110824	0.035578377	0	0	0	0.018	0.215464274	0.995108034
TCGA-96-7545	LUSC	0.244096616	0.576939563	-0.332842946	0.062562282	0.036998689	0	0.07629101	0	0.277965063	0	0	0	0	0.016661779	0	0.020882951	0.037443459	0.031588852	0.329121713	0.028254333	0.014446514	0.054526502	0.004054386	0	0.009202467	0.052	0.136800487	1.027212085
TCGA-96-8169	LUSC	-0.655245476	0.655196355	-1.310441831	0.160161245	0	0.156314861	0.085700603	0	0.075168835	0	0.036590789	0.019535958	0	0	0	0.019229924	0.070984814	0.044825932	0.22260029	0.060216016	0.003668294	0.028565633	0	0	0.016436807	0	0.401279163	0.916849227
TCGA-96-8170	LUSC	-0.464203388	-0.475749573	0.011546185	0.148739554	0	0.147241287	0.051348485	0	0.102526298	0	0.049273995	0.013669115	0	0.060304202	0	0.047438819	0.004825008	0.006396234	0.287912067	0.009326165	0.022891372	0.026791874	0	0	0.021315523	0	0.378889739	0.927013364
TCGA-96-A4JK	LUSC	-0.297515216	-0.354175891	0.056660675	0.033521056	0	0.070315705	0.11734427	0	0	0.00969005	0.066686285	0.021526718	0	0	0.060663481	0	0.122356204	0.133028277	0.289614441	0.022869747	0	0.052383766	0	0	0	0.042	0.143698874	1.031902366
TCGA-96-A4JL	LUSC	-0.558591171	0.341620231	-0.900211403	0.064343346	0.02804827	0	0.160236739	0	0.143041725	0.005349569	0.06375937	0.066108292	0	0	0.061064687	0.037319053	0.070417905	0.150409458	0.082352174	0.015371381	0	0.05217803	0	0	0	0.066	0.110747594	1.054173176
TCGA-98-7454	LUSC	-0.336045708	0.701549201	-1.037594909	0.10462905	0	0.047011753	0.066986026	0	0.257059785	0.017887466	0.044953372	0	0	0.033914075	0.027881885	0.044434296	0.002711085	0.07869844	0.165048433	0.007421432	0.009385849	0.079691854	0	0.012285199	0	0.024	0.194652387	1.00302167
TCGA-98-8020	LUSC	-0.664218481	0.7872145	-1.451432982	0.011677839	0	0.029101901	0.090157454	0	0.194769766	0.002323135	0	0.013659572	0	0.045780495	0	0	0.230525247	0.104785525	0.216939294	0.013435805	0	0	0.046843967	0	0	0.136	0.067748761	1.070769891
TCGA-98-8021	LUSC	-0.698422361	-0.641025143	-0.057397217	0.2316575	0	0.197190667	0.102097206	0	0.00560544	0	0.048084818	0.024344625	0	0.013043747	0	0	0.060095317	0.021912688	0.249614217	0.014480542	0.004798538	0	0.027074695	0	0	0	0.456654177	0.892400185
TCGA-98-8022	LUSC	-0.705614833	-0.543148904	-0.16246593	0.015674996	0.012385873	0.051736941	0.143234622	0	0.080836858	0	0.129951776	0.018460614	0	0	0.07013686	0.029638849	0.190500893	0.069986523	0.157198138	0.009415616	0	0.02084144	0	0	0	0.062	0.115810058	1.043318625
TCGA-98-8023	LUSC	-0.642674875	-0.507474307	-0.135200568	0	0.058818872	0.017695538	0.138546295	0	0.078977074	0	0.076039697	0.061505098	0	0	0.072764342	0.006626317	0.117465272	0.092830883	0.195317357	0.003611207	0	0.079802047	0	0	0	0.068	0.105539855	1.043339334
TCGA-98-A538	LUSC	-0.241422614	0.875746797	-1.117169411	0.161933384	0	0.204490262	0.109895519	0	0.054018551	0.00623863	0.036380381	0.02671711	0	0.020887019	0	0.015539005	0	0.079074265	0.178988784	0.027469647	0	0	0.060422815	0	0.017944627	0	0.429522145	0.905081622
TCGA-98-A539	LUSC	-0.38338106	0.882432184	-1.265813244	0	0.114587303	0.036703744	0.056769584	0.034389669	0.046189849	0	0.007010628	0.00054034	0	0.07535245	0	0.055064686	0.107623326	0.005776216	0.357395525	0.017886826	0.049461268	0	0.027283636	0	0.00796495	0.016	0.218340662	0.996627148
TCGA-98-A53A	LUSC	-0.264408648	0.36419375	-0.628602399	0.160870138	0	0.178986623	0.146079107	0	0.144405926	0.005427636	0.143474274	0	0	0.016597966	0.015381291	0.011254785	0	0.055301885	0.11343604	0	0	0.008784329	0	0	0	0	0.375512716	0.938291045
TCGA-98-A53B	LUSC	-0.680071983	0.413550085	-1.093622068	0.10018948	0	0.038544786	0.115463862	0	0.06223342	0	0.080441455	0.000405734	0	0.032250246	0.014874713	0.0150708	0.196895626	0.060031096	0.26522056	0	0	0.018378223	0	0	0	0.008	0.280022128	0.971527078
TCGA-98-A53C	LUSC	-0.812722827	-0.303200522	-0.509522305	0.070065903	0.076686509	0.082549888	0.118630057	0	0.233931157	0.003055904	0.011969796	0	0	0.021708778	0	0.028171739	0.027412825	0.02591196	0.216724205	0	0.007076344	0.076104935	0	0	0	0.004	0.311528296	0.955683034
TCGA-98-A53D	LUSC	-0.805826666	0.707648032	-1.513474698	0.060203228	0.126433943	0.017106162	0.097305475	0	0.106490732	0	0.058941985	0.015416287	0	0.032371425	0.010231437	0.046385044	0.020631765	0.000226751	0.341597587	0	0.032550579	0.015158538	0	0	0.018949062	0.008	0.281482008	0.96843032
TCGA-98-A53H	LUSC	-0.758130704	0.402930657	-1.161061361	0.207296063	0	0.071336429	0.10890472	0	0.048952863	0.031340779	0.077209988	0.056155919	0	0.019038542	0	0.041246377	0.043595393	0.034427357	0.208319257	0	0.023073656	0.024525948	0	0	0.004576707	0	0.355354542	0.937021303
TCGA-98-A53I	LUSC	-0.700164583	-0.376808411	-0.323356172	0.19675113	0.050751377	0	0.150290897	0	0.019794224	0	0.113690178	0.051811714	0	0.044173539	0.024282739	0.042447522	0.075260741	0.093148496	0.113551424	0.005302372	0	0.018743646	0	0	0	0.008	0.281403731	0.974036738
TCGA-98-A53J	LUSC	-0.24950643	0.377597586	-0.627104017	0.115973839	0	0.087940282	0.083650544	0	0	0	0.145392068	0.018184932	0	0.035076863	0	0.008711364	0.096667158	0.001047377	0.207812794	0.010054333	0.004094743	0	0.180416819	0	0.004976884	0.012	0.259498753	0.982268839
TCGA-J1-A4AH	LUSC	-0.605723256	-0.516925481	-0.088797775	0	0.161256105	0.151661184	0.052487366	0.005535368	0.013366557	0	0.039879872	0.055285201	0	0.071324175	0	0	0.138052549	0.017415528	0.216396945	0	0.017316678	0.034125141	0	0.020517857	0.005379473	0	0.407063707	0.913877655
TCGA-L3-A4E7	LUSC	-0.600068855	0.547949794	-1.148018649	0.038660439	0	0.141242716	0.054212424	0	0.068323175	0	0.073008638	0.048078228	0	0	0.036887099	0.007206027	0.084422165	0.08349351	0.239998727	0	0.026491929	0.060388824	0.004202	0	0.0333841	0.012	0.261369456	0.977069038
TCGA-L3-A524	LUSC	-0.601393324	-0.422009743	-0.179383581	0.011616953	0.016978428	0.07917338	0.12763531	0	0	0.00350693	0.059294044	0	0	0	0	0	0.256350853	0.081141712	0.35881141	0	0	0	0	0.005490979	0	0.03	0.169002303	1.037273558
TCGA-LA-A446	LUSC	-0.432646889	-0.753658686	0.321011797	0.116194837	0.03350896	0.023378088	0.151671918	0	0.007504597	0	0.125938092	0	0	0.023848443	0.03082123	0.039484229	0.068262959	0.004086054	0.264722563	0.004499302	0.018162695	0.068222559	0.014653051	0	0.005040423	0.012	0.25449503	0.977925992
TCGA-LA-A7SW	LUSC	-0.398933496	0.35433282	-0.753266316	0	0.036724842	0.006238144	0.012779515	0.051244228	0	0.004916756	0	0	0	0.013937324	0	0	0.417729789	0	0.336863624	0	0.040009417	0	0.044307564	0	0.035248798	0	0.509076986	0.864776547
TCGA-MF-A522	LUSC	0.392436896	0.565614021	-0.173177125	0.005260169	0	0.037414507	0.250029693	0	0	0.073575838	0.121340087	0	0	0.105480907	0	0.035604781	0.019073433	0.038929522	0.206547384	0	0.04511981	0	0.0604333	0.00119057	0	0.062	0.116337628	1.043449654
TCGA-NC-A5HD	LUSC	0.41736047	-0.750583544	1.167944014	0.006938255	0	0.543292409	0.02465487	0	0	0	0.093503347	0	0	0	0.030066795	0.008988579	0.030730918	0	0.054999179	0	0.170922675	0.032933626	0	0	0.002969347	0	0.451862322	0.960081704
TCGA-NC-A5HE	LUSC	-0.404983063	-0.311070102	-0.09391296	0.065265744	0	0.060567606	0.27016916	0	0	0.075413247	0.057044716	0.013049526	0	0	0.043097454	0.021412955	0.060848036	0.137681969	0.132128045	0.0264277	0	0.026258582	0	0	0.01063526	0.02	0.208014487	1.005398396
TCGA-NC-A5HF	LUSC	-0.707947585	-0.424830584	-0.283117001	0	0.06230602	0.113311101	0.017455298	0.009846755	0	0	0.278520728	0	0	0.110603891	0	0.023866561	0.121942627	0	0.141000444	0.025820584	0.041970666	0.01558485	0.037770475	0	0	0.014	0.23858243	0.988181367
TCGA-NC-A5HG	LUSC	-0.439917601	0.686328145	-1.126245746	0	0.071238061	0.03505758	0.138017001	0	0	0	0.11865864	0	0	0	0.06902887	0.01343134	0	0.062248225	0.269563825	0	0.12286501	0.062642177	0	0	0.037249272	0.04	0.149737882	1.020933978
TCGA-NC-A5HH	LUSC	0.492263917	0.344617276	0.147646641	0.015165489	0	0.169155281	0.196945484	0	0	0	0.206812905	0	0	0.001265729	0.033681148	0	0.038807231	0.134786552	0.166543213	0.010321575	0	0	0.026515393	0	0	0.01	0.268206643	0.986735403
TCGA-NC-A5HI	LUSC	0.262058106	-0.570929785	0.832987891	0.065263802	0	0.074191722	0.174194741	0	0	0	0.143455215	0.019177319	0	0.057593167	0	0.024454026	0.105685992	0.0207862	0.213157708	0.051647303	0	0	0.029603308	0	0.020789495	0.022	0.204037311	1.000659402
TCGA-NC-A5HJ	LUSC	-0.64017484	0.833323128	-1.473497968	0.0950747	0	0.031500859	0.241854876	0	0.028413202	0	0.067360972	0.002217394	0	0.011614736	0.022108708	0.028664465	0.032931062	0.098305697	0.293051036	0.0206372	0.017698631	0.005347551	0.003218911	0	0	0.016	0.219609748	0.997997777
TCGA-NC-A5HK	LUSC	-0.396363753	-0.876596389	0.480232636	0.043474791	0	0.150625008	0.135379561	0	0.044285831	0	0.086732934	0.0082122	0	0	0.169610997	0.010937193	0.008987405	0.02034793	0.094009471	0	0.209598828	0.006615122	0	0	0.011182728	0.014	0.246210088	1.001784114
TCGA-NC-A5HL	LUSC	-0.551262334	-0.710085766	0.158823433	0	0.073860659	0.032143288	0.17993025	0	0.015027889	0.029721189	0.067542728	0	0	0.013170089	0.041326466	0.03220189	0.106495088	0.156648878	0.211290399	0.013772749	0	0.026868437	0	0	0	0.026	0.178918634	1.017771298
TCGA-NC-A5HM	LUSC	0.540012523	0.425761027	0.114251495	0.248569957	0	0.121082453	0.050282362	0	0.137494441	0.011967181	0.038933188	0.001082774	0	0	0.060753753	0	0.167256671	0.046258543	0.103888815	0	0	0.012429863	0	0	0	0	0.410813918	0.914733252
TCGA-NC-A5HN	LUSC	-0.407078885	-0.514626351	0.107547466	0.020693386	0	0.2041951	0.181159301	0.003156995	0	0.014735117	0.047035109	0	0	0.066447309	0.002349873	0	0.062800719	0.142324307	0.183596564	0	0.040519925	0	0.030986295	0	0	0.006	0.304938469	0.969909096
TCGA-NC-A5HO	LUSC	-0.410269383	-0.581328537	0.171059154	0.011497974	0.002040539	0.051521817	0.218887219	0	0	0	0.160703903	0.041755025	0	0	0.059732389	0.013627446	0.056834578	0.096109576	0.143735771	0.023606163	0.010271683	0	0.091802488	0	0.017873427	0.062	0.116986345	1.046782754
TCGA-NC-A5HP	LUSC	-0.69999461	0.304701811	-1.004696421	0	0.036903946	0.075043259	0.030584191	0	0.026256596	0	0.095930606	0	0	0.040674788	0	0	0.28105044	0.025500115	0.325828203	0	0.042362835	0.007108869	0.012756152	0	0	0.028	0.170183579	1.033551971
TCGA-NC-A5HQ	LUSC	-0.312266686	0.515794162	-0.828060849	0.213418102	0	0.144442282	0.096200671	0	0.147235593	0	0.136332914	0	0	0	0.027585309	0.007220759	0.003426642	0.013989382	0.132999906	0	0.070062834	0.007085606	0	0	0	0	0.402039045	0.920832695
TCGA-NC-A5HR	LUSC	0.368266919	0.334256092	0.034010827	0	0.056685992	0.054086452	0.205014083	0	0	0	0.154116963	0	0	0.045867827	0.03369407	0.009461272	0.049257345	0.139731245	0.18517298	0.000637442	0.066274329	0	0	0	0	0.016	0.218300456	1.006483669
TCGA-NC-A5HT	LUSC	-0.367461731	-0.426428265	0.058966534	0	0.156045876	0.2092884	0.08038075	0.036022344	0	0	0.076631206	0	0	0.007448365	0.047713603	0	0.12712406	0.071459092	0.13184158	0	0	0.056044723	0	0	0	0	0.423077708	0.908419526
TCGA-NK-A5CR	LUSC	-0.355850805	0.438722694	-0.794573499	0.156164291	0	0.265614798	0.040384068	0	0.024077095	0.030460788	0.017555628	0.012652699	0	0.072303485	0	0.026427512	0.094589938	0	0.185601854	0	0	0	0.073209835	0	0.000958007	0	0.455496459	0.894933636
TCGA-NK-A5CT	LUSC	-0.608931099	0.755521999	-1.364453098	0.061958093	0	0.110219521	0.138199496	0	0	0	0.204770694	0.004783834	0	0.014027297	0.068288177	0.019663925	0.040986726	0.025348183	0.107574354	0	0.085224955	0	0.053620443	0	0.065334303	0.01	0.268009065	0.97702116
TCGA-NK-A5CX	LUSC	-0.670280758	-0.526179041	-0.144101717	0.133689534	0	0.141498327	0.111204193	0	0.025023671	0	0.079736735	0.010656944	0	0	0.075421915	0.024488727	0.04140063	0.094212603	0.221115272	0.00460334	0.001648158	0.018664852	0	0	0.016635099	0.002	0.345096687	0.944487495
TCGA-NK-A5D1	LUSC	-0.689001816	-0.755807723	0.066805907	0.231546806	0	0.110390377	0.133313491	0	0	0	0.072422149	0.011139992	0	0	0.055082907	0.015629092	0.177530951	0.046241512	0.129647132	0	0	0.017055592	0	0	0	0	0.424122771	0.906611105
TCGA-NK-A7XE	LUSC	0.36834691	-0.601569632	0.969916542	0	0.025241837	0.030287986	0.182760287	0	0	0	0.210760654	0.012428229	0	0	0.08295039	0.065782044	0.093548159	0.042243564	0.103606656	0	0.121922973	0	0.028467222	0	0	0.026	0.17666067	1.019694738
TCGA-O2-A52N	LUSC	-0.523274475	0.561080154	-1.084354629	0.105128759	0	0.054742699	0.138026665	0	0.018225729	0	0.139355493	0	0	0.021823713	0.038342841	0.021688823	0.027347801	0.136839772	0.261578677	0.00773845	0	0.029160578	0	0	0	0.012	0.262916119	0.979677233
TCGA-O2-A52Q	LUSC	-0.328229313	0.528163969	-0.856393283	0.017665379	0.021697732	0	0.082761226	0	0.052752781	0.005973882	0.058103374	0.037185918	0	0.001651285	0.021826208	0	0.287053697	0.125603263	0.266313243	0.009466986	0	0.000328826	0.011616199	0	0	0	0.424999353	0.907420491
TCGA-O2-A52S	LUSC	-0.538081172	-0.562978385	0.024897213	0.08177979	0	0.120216122	0.091537982	0	0.065880136	0.001088016	0.081019717	0.003027947	0	0	0.032973272	0.020093845	0.119828828	0.121457196	0.219307002	0.034812905	0	0.006977242	0	0	0	0.01	0.268087158	0.978225503
TCGA-O2-A52V	LUSC	-0.48720577	0.641050762	-1.128256532	0.037336889	0.014362886	0.017287377	0.058869037	0	0.213828447	0	0	0	0	0.086304375	0	0.053204998	0.187465598	0.017146196	0.185640402	0.020448436	0.015475871	0	0.092629487	0	0	0.098	0.085575972	1.051690525
TCGA-O2-A52W	LUSC	-0.296152468	0.427542496	-0.723694965	0.033155326	0.006520805	0.083117986	0.115228871	0	0.021869807	0	0.116616017	0	0	0.022014274	0.006370011	0.040357872	0.088628203	0.040152691	0.318515405	0.043310037	0.042779684	0.02136301	0	0	0	0.04	0.149059146	1.022079745
TCGA-O2-A5IB	LUSC	-0.711410731	0.491308306	-1.202719037	0.213851136	0	0.213028996	0.112419359	0	0	0	0.105652525	0	0	0	0.022111889	0.023564102	0.026371053	0.048021702	0.167064574	0	0.053786749	0.014127915	0	0	0	0	0.454460925	0.893930027
TCGA-XC-AA0X	LUSC	-0.685180404	0.669850553	-1.355030957	0.061743734	0.012675363	0.123660872	0.030600804	0	0.122724347	0.037410777	0.018376868	0	0	0.043917492	0	0	0.284539958	0	0.213176836	0	0.031040451	0.0201325	0	0	0	0.012	0.262496119	0.984956548
TCGA-3H-AB3K	MESO	-0.28905081	0.339593115	-0.628643925	0.000576498	0.023758223	0	0.014539722	0	0.05105974	0	0.002335244	0.020422142	0	0	0.012455537	0.040868302	0.670640781	0.032875887	0.101919469	0	0	0.028548455	0	0	0	0.002	0.323028296	1.009970059
TCGA-3H-AB3L	MESO	0.250080809	0.377020396	-0.126939587	0.024374836	0.034066305	0.001153211	0.034727604	0	0.187316227	0	0.058814736	0.004022932	0	0	0.128935708	0.014247291	0	0.082741386	0.32971312	0	0	0.089871151	0	0	0.010015493	0.128	0.093552712	1.050473928
TCGA-3H-AB3M	MESO	-0.794052122	-0.502304022	-0.2917481	0.020450813	0.008437018	0	0.128491194	0	0.065356865	0	0.054045326	0.013144584	0	0	0.010795534	0.034391863	0	0.016560363	0.557335545	0	0.001998079	0.069365398	0	0	0.019627417	0.028	0.194940621	1.015826705
TCGA-3H-AB3O	MESO	-0.665251449	0.680793667	-1.346045116	0.02176895	0	0.009755075	0.428802503	0	0	0.092028304	0.067795028	0.041379686	0.004217361	0	0.014023534	0.030996832	0	0.112196123	0.151398023	0.016080857	0	0	0.009557725	0	0	0.126	0.094918925	1.076729597
TCGA-3H-AB3S	MESO	-0.599975453	0.659768717	-1.25974417	0	0.02540935	0.029979359	0.117956187	0	0.125513822	0	0.00209616	0.003026234	0	0.032386818	0.073752595	0.105033545	0	0.006366529	0.446709084	0	0.002540648	0.024362211	0	0	0.004867459	0.1	0.109191835	1.04854002
TCGA-3H-AB3T	MESO	-0.466511209	0.805645701	-1.27215691	0.050507444	0	0.01591956	0.161889332	0	0.116926859	0.02285762	0.057524418	0.01583938	0	0	0.067795855	0.015627966	0	0.101467857	0.328202511	0.001188042	0	0.042927224	0	0	0.001325932	0.046	0.150820297	1.027948094
TCGA-3H-AB3U	MESO	0.294051254	0.447576275	-0.153525021	0.094419765	0	0.037920733	0.120183814	0	0.15473914	0	0.032783297	0.035502433	0	0	0.086129068	0.059907584	0	0.044446937	0.291320095	0	0	0.042647132	0	0	0	0.024	0.204282715	1.001745376
TCGA-3H-AB3X	MESO	-0.396263111	-0.409589125	0.013326014	0.008735908	0.014748183	0.084030386	0.199373462	0	0.009543095	0	0.057193689	0.039185239	0	0	0.026102484	0.063565014	0.030364479	0.035928356	0.418530527	0	0	0.008641033	0	0	0.004058144	0.036	0.174210688	1.01806433
TCGA-3U-A98D	MESO	-0.702090763	0.540843306	-1.242934069	0	0.011441244	0	0.067615073	0	0.102683282	0	0.052844597	0.009717498	0	0	0.080912919	0	0.204267775	0.051112502	0.301767788	0	0	0	0.111904492	0	0.005732829	0.018	0.243463481	0.997667989
TCGA-3U-A98E	MESO	0.355760045	0.579879219	-0.224119174	0.038529291	0	0.114737997	0.101801374	0	0.14452439	0	0.091552674	0.004272392	0	0	0.090007614	0.044867684	0	0.035692538	0.317272013	0	0	0	0.016742033	0	0	0.018	0.231585948	0.993647462
